muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
4278,8.4,0.57,0.44,10.7,0.051,46.0,195.0,3.15,0.51,5,0.2358974358974359,1.6881756364316596e-37,0.3041452182568097
4279,7.2,0.23,0.38,14.3,0.058,55.0,194.0,3.09,0.44,6,0.28350515463917525,4.611939298975168e-37,0.3147426368427819
4280,7.1,0.2,0.3,0.9,0.019,4.0,28.0,3.2,0.36,6,0.14285714285714285,0.997004495503373,0.09062728067998384
4281,6.5,0.18,0.26,1.4,0.041,40.0,141.0,3.34,0.72,6,0.28368794326241137,1.168763767112266e-17,0.9453027806520595
4282,7.3,0.27,0.39,6.7,0.064,28.0,188.0,3.29,0.3,5,0.14893617021276595,1.690278252441856e-34,0.38251018447178037
4283,6.6,0.29,0.44,9.0,0.053,62.0,178.0,3.02,0.45,5,0.34831460674157305,1.9631548368028403e-30,0.5086475186803137
4284,6.6,0.34,0.18,6.4,0.082,47.0,240.0,3.42,0.48,5,0.19583333333333333,7.753199366352379e-60,0.03881300143312163
4285,6.0,0.31,0.27,2.3,0.042,19.0,120.0,3.32,0.41,7,0.15833333333333333,5.387174930744011e-12,0.9910403787728836
4286,6.4,0.42,0.19,9.3,0.043,28.0,145.0,3.23,0.53,5,0.19310344827586207,7.221890544425696e-19,0.91370273103288
4287,6.4,0.18,0.48,4.0,0.186,64.0,150.0,3.06,0.4,5,0.4266666666666667,1.943910877113129e-20,0.865887748059205
4288,7.6,0.31,0.34,2.5,0.082,26.0,35.0,3.22,0.59,7,0.7428571428571429,0.8253068684916823,0.12615423920258956
4289,6.0,0.17,0.29,5.0,0.028,25.0,108.0,3.14,0.34,6,0.23148148148148148,2.8299692247416165e-09,0.922193691444608
4290,5.4,0.27,0.22,4.6,0.022,29.0,107.0,3.33,0.54,6,0.27102803738317754,4.587181746647525e-09,0.91370273103288
4291,7.2,0.24,0.28,1.9,0.032,30.0,92.0,3.1,0.39,6,0.32608695652173914,3.128365169273275e-06,0.7490122054026693
4292,7.6,0.55,0.21,2.2,0.071,7.0,28.0,3.28,0.55,5,0.25,0.997004495503373,0.09062728067998384
4293,6.4,0.5,0.2,2.4,0.059,19.0,112.0,3.18,0.4,6,0.16964285714285715,3.86070932651607e-10,0.9521811296985049
4294,5.9,0.19,0.37,0.8,0.027,3.0,21.0,3.09,0.31,5,0.14285714285714285,0.8976275964304349,0.06352955806803286
4295,7.1,0.35,0.24,15.4,0.055,46.0,198.0,3.12,0.49,5,0.23232323232323232,7.987027210417774e-39,0.27362410337040804
4296,7.2,0.31,0.5,13.3,0.056,68.0,195.0,3.01,0.47,5,0.3487179487179487,1.6881756364316596e-37,0.3041452182568097
4297,5.9,0.2,0.28,1.0,0.043,45.0,100.0,3.4,0.41,6,0.45,1.1400768255377355e-07,0.8445089033860343
4298,6.0,0.14,0.17,5.6,0.036,37.0,127.0,3.05,0.57,6,0.29133858267716534,9.357622968840175e-14,0.999750031247396
4299,9.3,0.27,0.41,2.0,0.091,6.0,16.0,3.28,0.7,5,0.375,0.6955864334990951,0.048557821270009974
4300,7.4,0.26,0.37,9.4,0.047,42.0,147.0,3.46,0.72,5,0.2857142857142857,1.7317228272655536e-19,0.895610204755188
4301,7.0,0.2,0.33,4.7,0.03,25.0,76.0,2.88,0.54,6,0.32894736842105265,0.0007443494072305689,0.5352614285189903
4302,7.1,0.59,0.0,2.1,0.091,9.0,14.0,3.42,0.55,7,0.6428571428571429,0.6022997704830654,0.04345627581810221
4303,6.6,0.17,0.35,2.6,0.03,33.0,78.0,3.22,0.72,6,0.4230769230769231,0.0004085076160078274,0.5621424451968224
4304,7.2,0.2,0.3,2.0,0.039,43.0,188.0,3.3,0.41,6,0.22872340425531915,1.690278252441856e-34,0.38251018447178037
4305,7.3,0.28,0.54,12.9,0.049,62.0,152.0,3.06,0.45,6,0.40789473684210525,4.3898144201314395e-21,0.8445089033860343
4306,6.7,0.18,0.25,14.3,0.048,79.0,149.0,3.12,0.37,5,0.5302013422818792,4.0539911292540826e-20,0.8761219372139776
4307,6.9,0.57,0.0,2.8,0.081,21.0,41.0,3.41,0.52,5,0.5121951219512195,0.5554370486980182,0.1642689919485795
4308,9.9,0.63,0.24,2.4,0.077,6.0,33.0,3.09,0.57,5,0.18181818181818182,0.8976275964304349,0.11506593121362504
4309,7.4,0.16,0.33,1.2,0.042,47.0,121.0,3.04,0.68,7,0.3884297520661157,3.0741274839199463e-12,0.9937694906233947
4310,6.8,0.64,0.08,9.7,0.062,26.0,142.0,3.37,0.46,4,0.18309859154929578,5.879852484306267e-18,0.9380049995307295
4311,8.0,0.58,0.16,2.0,0.12,3.0,7.0,3.22,0.58,6,0.42857142857142855,0.30119421191220214,0.02900607465701743
4312,6.0,0.17,0.33,6.0,0.036,30.0,111.0,3.32,0.58,7,0.2702702702702703,6.409946534463482e-10,0.9453027806520595
4313,7.8,0.26,0.27,1.9,0.051,52.0,195.0,3.23,0.5,6,0.26666666666666666,1.6881756364316596e-37,0.3041452182568097
4314,7.7,0.96,0.2,2.0,0.047,15.0,60.0,3.36,0.44,5,0.25,0.03812061755647895,0.336552878364737
4315,6.4,0.17,0.27,9.9,0.047,26.0,101.0,3.34,0.5,6,0.25742574257425743,7.335171144838272e-08,0.8553453273074225
4316,7.3,0.39,0.37,1.1,0.043,36.0,113.0,3.39,0.48,8,0.3185840707964602,2.3113942871074907e-10,0.9586300930895252
4317,6.0,0.38,0.26,3.5,0.035,38.0,111.0,3.18,0.47,7,0.34234234234234234,6.409946534463482e-10,0.9453027806520595
4318,6.0,0.2,0.26,6.8,0.049,22.0,93.0,3.15,0.42,6,0.23655913978494625,2.111736422206623e-06,0.7616638213305269
4319,6.5,0.36,0.32,1.1,0.031,13.0,66.0,3.1,0.46,5,0.19696969696969696,0.01043071979881779,0.4065696597405991
4320,5.8,0.3,0.38,4.9,0.039,22.0,86.0,3.23,0.58,7,0.2558139534883721,2.915162210177123e-05,0.6703200460356393
4321,7.2,0.6,0.04,2.5,0.076,18.0,88.0,3.53,0.55,5,0.20454545454545456,1.4189617822929707e-05,0.6969789984668727
4322,6.6,0.61,0.01,1.9,0.08,8.0,25.0,3.69,0.73,5,0.32,0.9880717128619305,0.0780621480245016
4323,7.5,0.27,0.31,5.8,0.057,131.0,313.0,3.18,0.59,5,0.4185303514376997,2.6874826842489944e-107,0.000159694171494469
4324,6.6,0.25,0.24,1.7,0.048,26.0,124.0,3.37,0.6,6,0.20967741935483872,5.51022914228981e-13,0.999000499833375
4325,7.2,0.19,0.39,1.2,0.036,32.0,85.0,3.16,0.5,5,0.3764705882352941,4.140950972534782e-05,0.6568825786411052
4326,7.6,0.48,0.31,2.8,0.07,4.0,15.0,3.22,0.55,6,0.26666666666666666,0.6492093766851474,0.045947768270989044
4327,9.1,0.28,0.46,9.0,0.114,3.0,9.0,3.18,0.6,6,0.3333333333333333,0.3783256296880768,0.032638914701690364
4328,6.2,0.27,0.18,1.5,0.028,20.0,111.0,3.41,0.5,5,0.18018018018018017,6.409946534463482e-10,0.9453027806520595
4329,6.1,0.28,0.22,1.8,0.034,32.0,116.0,3.36,0.44,6,0.27586206896551724,4.784760746553178e-11,0.9753099120283326
4330,6.8,0.29,0.16,1.4,0.038,122.5,234.5,3.15,0.47,4,0.5223880597014925,7.993272901798432e-57,0.052704075102563475
4331,9.7,0.69,0.32,2.5,0.088,22.0,91.0,3.29,0.62,5,0.24175824175824176,4.6066944370861444e-06,0.7362025458114003
4332,6.0,0.2,0.26,14.7,0.045,53.0,125.0,2.99,0.69,6,0.424,3.069780955097918e-13,0.999750031247396
4333,6.2,0.27,0.26,12.1,0.046,43.0,127.0,3.16,0.37,6,0.33858267716535434,9.357622968840175e-14,0.999750031247396
4334,7.0,0.32,0.31,6.4,0.031,38.0,115.0,3.38,0.58,7,0.33043478260869563,8.137117671797838e-11,0.9702029524890169
4335,8.8,0.27,0.39,2.0,0.1,20.0,27.0,3.15,0.69,6,0.7407407407407407,1.0,0.08627201579919554
4336,9.1,0.68,0.11,2.8,0.093,11.0,44.0,3.31,0.55,6,0.25,0.4202102910640503,0.186187695219304
4337,6.6,0.28,0.42,8.2,0.044,60.0,196.0,3.14,0.48,5,0.30612244897959184,6.142510493613531e-38,0.29375770032353277
4338,6.4,0.29,0.57,1.0,0.06,15.0,120.0,3.06,0.41,5,0.125,5.387174930744011e-12,0.9910403787728836
4339,5.8,0.27,0.2,7.3,0.04,42.0,145.0,3.15,0.48,5,0.2896551724137931,7.221890544425696e-19,0.91370273103288
4340,6.1,0.34,0.27,2.6,0.024,20.0,105.0,3.4,0.67,7,0.19047619047619047,1.1837421617474535e-08,0.895610204755188
4341,5.8,0.33,0.23,5.0,0.053,29.0,106.0,3.13,0.52,5,0.27358490566037735,7.39102064415364e-09,0.9048374180359595
4342,5.9,0.445,0.26,1.4,0.027,23.0,109.0,3.3,0.36,6,0.21100917431192662,1.7354484227940743e-09,0.9302982921639203
4343,6.0,0.24,0.33,2.5,0.026,31.0,85.0,3.13,0.5,7,0.36470588235294116,4.140950972534782e-05,0.6568825786411052
4344,6.0,0.41,0.21,1.9,0.05,29.0,122.0,3.42,0.52,6,0.23770491803278687,1.7437206169109494e-12,0.9960079893439915
4345,6.4,0.28,0.44,7.1,0.048,49.0,179.0,3.15,0.48,5,0.2737430167597765,7.910079899597155e-31,0.49546924289722294
4346,10.5,0.51,0.64,2.4,0.107,6.0,15.0,3.09,0.66,7,0.4,0.6492093766851474,0.045947768270989044
4347,9.5,0.885,0.27,2.3,0.084,31.0,145.0,3.24,0.53,5,0.21379310344827587,7.221890544425696e-19,0.91370273103288
4348,8.8,0.46,0.45,2.6,0.065,7.0,18.0,3.32,0.79,6,0.3888888888888889,0.7842715137715565,0.05414985409492427
4349,6.7,0.22,0.33,1.2,0.036,36.0,86.0,3.1,0.76,6,0.4186046511627907,2.915162210177123e-05,0.6703200460356393
4350,5.6,0.16,0.27,1.4,0.044,53.0,168.0,3.28,0.37,6,0.31547619047619047,1.251336797465485e-26,0.6433927065729562
4351,7.5,0.29,0.26,14.95,0.067,47.0,178.0,3.04,0.49,4,0.2640449438202247,1.9631548368028403e-30,0.5086475186803137
4352,7.9,0.35,0.28,12.9,0.032,13.0,63.0,2.99,0.43,6,0.20634920634920634,0.020486277647979705,0.37074158331572676
4353,5.3,0.21,0.29,0.7,0.028,11.0,66.0,3.3,0.4,5,0.16666666666666666,0.01043071979881779,0.4065696597405991
4354,6.9,0.115,0.35,5.4,0.048,36.0,108.0,3.32,0.42,6,0.3333333333333333,2.8299692247416165e-09,0.922193691444608
4355,5.2,0.34,0.0,1.8,0.05,27.0,63.0,3.68,0.79,6,0.42857142857142855,0.020486277647979705,0.37074158331572676
4356,6.9,0.22,0.43,6.4,0.042,34.0,115.0,3.05,0.51,6,0.2956521739130435,8.137117671797838e-11,0.9702029524890169
4357,6.3,0.27,0.25,5.8,0.038,52.0,155.0,3.28,0.38,6,0.33548387096774196,4.503577342094862e-22,0.8103816252373415
4358,6.9,0.28,0.22,10.0,0.052,36.0,131.0,3.08,0.46,5,0.2748091603053435,8.091194688671889e-15,0.9937694906233947
4359,7.3,0.48,0.32,2.1,0.062,31.0,54.0,3.3,0.65,7,0.5740740740740741,0.11225300299255297,0.27362410337040804
4360,7.4,0.25,0.36,13.2,0.067,53.0,178.0,3.01,0.48,6,0.29775280898876405,1.9631548368028403e-30,0.5086475186803137
4361,8.4,0.19,0.43,2.1,0.052,20.0,104.0,2.85,0.46,5,0.19230769230769232,1.8845343174858356e-08,0.8860339595928756
4362,8.3,0.4,0.41,8.2,0.05,15.0,122.0,3.39,0.49,5,0.12295081967213115,1.7437206169109494e-12,0.9960079893439915
4363,7.7,0.69,0.22,1.9,0.084,18.0,94.0,3.31,0.48,5,0.19148936170212766,1.4169555030100371e-06,0.7741419687922484
4364,6.5,0.52,0.17,1.4,0.047,5.0,26.0,3.26,0.32,4,0.19230769230769232,0.997004495503373,0.0820849986238988
4365,6.1,0.34,0.29,2.2,0.036,25.0,100.0,3.06,0.44,6,0.25,1.1400768255377355e-07,0.8445089033860343
4366,8.0,0.48,0.34,2.2,0.073,16.0,25.0,3.28,0.66,6,0.64,0.9880717128619305,0.0780621480245016
4367,7.0,0.2,0.38,8.1,0.05,42.0,173.0,3.3,0.54,6,0.24277456647398843,1.6894154876826916e-28,0.5756531326166507
4368,9.0,0.58,0.25,2.8,0.075,9.0,104.0,3.23,0.57,5,0.08653846153846154,1.8845343174858356e-08,0.8860339595928756
4369,9.4,0.4,0.47,2.5,0.087,6.0,20.0,3.15,0.5,5,0.3,0.8632939774163194,0.060265227497298776
4370,6.4,0.18,0.32,9.6,0.052,24.0,90.0,3.35,0.49,6,0.26666666666666666,6.743037951139162e-06,0.7232502423798424
4371,7.3,0.3,0.33,2.3,0.043,28.0,125.0,3.34,0.44,7,0.224,3.069780955097918e-13,0.999750031247396
4372,6.8,0.26,0.34,15.1,0.06,42.0,162.0,3.24,0.52,3,0.25925925925925924,1.7986605191577125e-24,0.7232502423798424
4373,12.3,0.39,0.63,2.3,0.091,6.0,18.0,3.16,0.49,5,0.3333333333333333,0.7842715137715565,0.05414985409492427
4374,6.4,0.37,0.19,3.5,0.068,18.0,101.0,3.03,0.38,6,0.1782178217821782,7.335171144838272e-08,0.8553453273074225
4375,8.9,0.34,0.32,1.3,0.041,12.0,188.0,3.17,0.49,5,0.06382978723404255,1.690278252441856e-34,0.38251018447178037
4376,6.6,0.5,0.04,2.1,0.068,6.0,14.0,3.39,0.64,6,0.42857142857142855,0.6022997704830654,0.04345627581810221
4377,9.6,0.56,0.31,2.8,0.089,15.0,46.0,3.11,0.92,6,0.32608695652173914,0.3385782657208353,0.20189651799465538
4378,6.6,0.61,0.0,1.6,0.069,4.0,8.0,3.33,0.37,4,0.5,0.3385782657208353,0.03077661902029056
4379,6.8,0.51,0.3,4.2,0.066,38.0,165.0,3.2,0.42,5,0.23030303030303031,1.541301708810367e-25,0.6836904652289411
4380,6.3,0.34,0.28,14.7,0.047,49.0,198.0,3.23,0.46,5,0.2474747474747475,7.987027210417774e-39,0.27362410337040804
4381,6.2,0.2,0.29,11.8,0.035,21.0,93.0,3.18,0.34,6,0.22580645161290322,2.111736422206623e-06,0.7616638213305269
4382,7.8,0.3,0.36,4.6,0.024,20.0,198.0,3.06,0.66,6,0.10101010101010101,7.987027210417774e-39,0.27362410337040804
4383,7.7,0.35,0.49,8.65,0.033,42.0,186.0,3.14,0.38,8,0.22580645161290322,1.1529317761451266e-33,0.4065696597405991
4384,6.2,0.33,0.14,4.8,0.052,27.0,128.0,3.21,0.48,5,0.2109375,5.120188741348687e-14,0.999000499833375
4385,6.5,0.23,0.38,1.3,0.032,29.0,112.0,3.29,0.54,5,0.25892857142857145,3.86070932651607e-10,0.9521811296985049
4386,6.8,0.32,0.43,1.6,0.05,4.0,65.0,3.27,0.47,5,0.06153846153846154,0.01314123871264662,0.39445508427278425
4387,7.3,0.655,0.2,10.2,0.071,28.0,212.0,2.96,0.58,6,0.1320754716981132,2.5633863689477535e-45,0.15739448212473714
4388,5.0,0.42,0.24,2.0,0.06,19.0,50.0,3.72,0.74,8,0.38,0.2045383071530228,0.23598194054475852
4389,6.1,0.26,0.28,1.7,0.043,24.0,98.0,3.14,0.44,6,0.24489795918367346,2.7049830631279825e-07,0.8220122346781865
4390,6.0,0.17,0.33,6.0,0.036,30.0,111.0,3.32,0.58,7,0.2702702702702703,6.409946534463482e-10,0.9453027806520595
4391,5.7,0.28,0.24,17.5,0.044,60.0,167.0,3.31,0.44,5,0.3592814371257485,2.9072639567353304e-26,0.6568825786411052
4392,5.9,0.15,0.31,5.8,0.041,53.0,155.0,3.52,0.46,6,0.3419354838709677,4.503577342094862e-22,0.8103816252373415
4393,7.2,0.18,0.45,4.4,0.046,57.0,166.0,3.13,0.62,6,0.3433734939759036,6.71411762552558e-26,0.6703200460356393
4394,5.9,0.32,0.19,14.5,0.042,37.0,115.0,3.16,0.43,5,0.3217391304347826,8.137117671797838e-11,0.9702029524890169
4395,6.1,0.24,0.27,11.5,0.05,51.0,133.0,3.22,0.37,6,0.38345864661654133,2.2950999526353423e-15,0.9878247258083831
4396,7.6,0.9,0.06,2.5,0.079,5.0,10.0,3.39,0.56,5,0.5,0.4202102910640503,0.034596595420891954
4397,11.1,0.18,0.48,1.5,0.068,7.0,15.0,3.22,0.64,6,0.4666666666666667,0.6492093766851474,0.045947768270989044
4398,8.3,0.26,0.42,2.0,0.08,11.0,27.0,3.21,0.8,6,0.4074074074074074,1.0,0.08627201579919554
4399,6.6,0.32,0.24,1.3,0.06,42.5,204.0,3.59,0.51,5,0.20833333333333334,1.5204233453478976e-41,0.21849328438476312
4400,6.0,0.28,0.52,5.0,0.078,30.0,139.0,3.1,0.36,6,0.2158273381294964,4.535551023872451e-17,0.9586300930895252
4401,6.9,0.16,0.37,1.8,0.034,36.0,95.0,2.93,0.59,6,0.37894736842105264,9.450764625260006e-07,0.7864312286813591
4402,8.5,0.21,0.52,1.9,0.09,9.0,23.0,3.36,0.67,5,0.391304347826087,0.9531337870775047,0.07049242653287519
4403,6.8,0.6,0.18,1.9,0.079,18.0,86.0,3.59,0.57,6,0.20930232558139536,2.915162210177123e-05,0.6703200460356393
4404,5.8,0.6,0.0,1.3,0.044,72.0,197.0,3.56,0.43,5,0.36548223350253806,2.221613055855667e-38,0.2835831218565951
4405,7.6,0.26,0.58,7.9,0.041,62.0,180.0,3.07,0.38,5,0.34444444444444444,3.1681185134954354e-31,0.4823911401151259
4406,8.3,0.27,0.45,1.3,0.048,8.0,72.0,3.08,0.61,4,0.1111111111111111,0.002299646186124936,0.4823911401151259
4407,7.6,0.54,0.02,1.7,0.085,17.0,31.0,3.37,0.51,6,0.5483870967741935,0.9531337870775047,0.10474253370494471
4408,5.7,0.25,0.26,12.5,0.049,52.5,106.0,3.08,0.45,6,0.49528301886792453,7.39102064415364e-09,0.9048374180359595
4409,6.4,0.22,0.32,7.2,0.028,15.0,83.0,3.13,0.55,8,0.18072289156626506,8.206491315725248e-05,0.6298648540434844
4410,7.0,0.21,0.37,7.2,0.042,36.0,167.0,3.26,0.56,6,0.2155688622754491,2.9072639567353304e-26,0.6568825786411052
4411,7.8,0.815,0.01,2.6,0.074,48.0,90.0,3.38,0.62,5,0.5333333333333333,6.743037951139162e-06,0.7232502423798424
4412,6.3,0.16,0.22,1.3,0.046,18.0,66.0,3.61,0.55,6,0.2727272727272727,0.01043071979881779,0.4065696597405991
4413,9.4,0.685,0.26,2.4,0.082,23.0,143.0,3.28,0.55,5,0.16083916083916083,2.9403589739877336e-18,0.9302982921639203
4414,9.3,0.655,0.26,2.0,0.096,5.0,35.0,3.25,0.42,5,0.14285714285714285,0.8253068684916823,0.12615423920258956
4415,5.7,0.31,0.29,7.3,0.05,33.0,143.0,3.31,0.5,6,0.23076923076923078,2.9403589739877336e-18,0.9302982921639203
4416,6.0,0.26,0.29,3.1,0.041,37.0,144.0,3.22,0.39,7,0.2569444444444444,1.4615999237207966e-18,0.922193691444608
4417,7.3,0.25,0.29,7.5,0.049,38.0,158.0,3.43,0.38,5,0.24050632911392406,4.377409621689854e-23,0.7741419687922484
4418,6.3,0.33,0.2,17.9,0.066,36.0,161.0,3.14,0.51,5,0.2236024844720497,4.031111852619467e-24,0.7362025458114003
4419,6.0,0.26,0.5,2.2,0.048,59.0,153.0,3.08,0.61,5,0.38562091503267976,2.0673900221784125e-21,0.8333929661285026
4420,5.6,0.175,0.29,0.8,0.043,20.0,67.0,3.28,0.48,6,0.29850746268656714,0.00822974704902003,0.41884682445147203
4421,7.0,0.17,0.42,1.0,0.075,19.0,71.0,3.32,0.62,6,0.2676056338028169,0.0030034309313291996,0.46942346850496713
4422,6.9,0.23,0.38,8.3,0.047,47.0,162.0,3.34,0.52,7,0.29012345679012347,1.7986605191577125e-24,0.7232502423798424
4423,7.7,0.3,0.32,1.6,0.037,23.0,124.0,2.93,0.33,6,0.18548387096774194,5.51022914228981e-13,0.999000499833375
4424,6.7,0.16,0.64,2.1,0.059,24.0,52.0,3.34,0.71,6,0.46153846153846156,0.15335496684492847,0.25436119360819465
4425,8.0,0.19,0.3,2.0,0.053,48.0,140.0,3.18,0.49,6,0.34285714285714286,2.3093049247977918e-17,0.9521811296985049
4426,6.9,0.28,0.31,7.2,0.04,47.0,168.0,3.29,0.57,7,0.27976190476190477,1.251336797465485e-26,0.6433927065729562
4427,6.9,0.29,0.23,8.6,0.056,56.0,215.0,3.17,0.44,5,0.26046511627906976,8.930741004919789e-47,0.13803472431586922
4428,7.9,0.69,0.21,2.1,0.08,33.0,141.0,3.25,0.51,5,0.23404255319148937,1.168763767112266e-17,0.9453027806520595
4429,6.2,0.25,0.44,15.8,0.057,39.0,167.0,3.14,0.51,5,0.23353293413173654,2.9072639567353304e-26,0.6568825786411052
4430,7.4,0.3,0.3,5.2,0.053,45.0,163.0,3.12,0.45,6,0.27607361963190186,7.977517914939344e-25,0.7101706398545315
4431,6.5,0.21,0.42,1.1,0.059,33.0,101.0,3.12,0.38,6,0.32673267326732675,7.335171144838272e-08,0.8553453273074225
4432,6.3,0.35,0.3,5.7,0.035,8.0,97.0,3.27,0.41,7,0.08247422680412371,4.1292494158732645e-07,0.8103816252373415
4433,6.0,0.16,0.3,6.7,0.043,43.0,153.0,3.63,0.46,5,0.28104575163398693,2.0673900221784125e-21,0.8333929661285026
4434,6.3,0.41,0.22,7.3,0.035,23.0,117.0,3.2,0.39,7,0.19658119658119658,2.796688455926927e-11,0.9799536542670847
4435,5.9,0.26,0.4,1.3,0.047,12.0,139.0,3.45,0.53,5,0.08633093525179857,4.535551023872451e-17,0.9586300930895252
4436,8.2,0.34,0.29,5.2,0.076,19.0,92.0,2.95,0.39,6,0.20652173913043478,3.128365169273275e-06,0.7490122054026693
4437,5.1,0.33,0.22,1.6,0.027,18.0,89.0,3.51,0.38,7,0.20224719101123595,9.811062327352189e-06,0.7101706398545315
4438,10.0,0.49,0.2,11.0,0.071,13.0,50.0,3.16,0.69,6,0.26,0.2045383071530228,0.23598194054475852
4439,6.6,0.22,0.58,1.1,0.133,52.0,136.0,3.1,0.3,5,0.38235294117647056,3.3146813253630435e-16,0.9753099120283326
4440,6.4,0.18,0.31,1.6,0.049,36.0,127.0,3.6,0.67,7,0.28346456692913385,9.357622968840175e-14,0.999750031247396
4441,6.6,0.34,0.24,3.3,0.034,29.0,99.0,3.1,0.4,7,0.29292929292929293,1.7613765798223122e-07,0.8333929661285026
4442,6.7,0.28,0.34,8.9,0.048,32.0,111.0,3.25,0.54,7,0.2882882882882883,6.409946534463482e-10,0.9453027806520595
4443,7.6,0.31,0.49,13.4,0.062,50.0,191.0,3.22,0.53,4,0.2617801047120419,9.070826166408033e-36,0.3477574586840902
4444,9.8,0.37,0.39,2.5,0.079,28.0,65.0,3.16,0.59,5,0.4307692307692308,0.01314123871264662,0.39445508427278425
4445,6.3,0.22,0.43,4.55,0.038,31.0,130.0,3.35,0.33,7,0.23846153846153847,1.505599717049095e-14,0.9960079893439915
4446,12.6,0.31,0.72,2.2,0.072,6.0,29.0,2.88,0.82,8,0.20689655172413793,0.9880717128619305,0.09515482282280588
4447,9.4,0.16,0.23,1.6,0.042,14.0,67.0,3.07,0.32,5,0.208955223880597,0.00822974704902003,0.41884682445147203
4448,7.5,0.33,0.36,2.6,0.051,26.0,126.0,3.32,0.53,6,0.20634920634920634,1.6999625287756906e-13,1.0
4449,7.7,0.25,0.43,4.5,0.062,20.0,115.0,3.38,0.5,6,0.17391304347826086,8.137117671797838e-11,0.9702029524890169
4450,6.9,0.2,0.28,1.2,0.048,36.0,159.0,3.19,0.43,6,0.22641509433962265,1.988652231859961e-23,0.7616638213305269
4451,6.0,0.24,0.28,3.95,0.038,61.0,134.0,3.3,0.54,7,0.4552238805970149,1.2113996115597754e-15,0.9841273200552851
4452,7.2,0.27,0.37,5.4,0.026,27.0,114.0,3.13,0.84,5,0.23684210526315788,1.3755462568592508e-10,0.9646402934831231
4453,6.8,0.32,0.33,0.7,0.027,15.0,66.0,3.11,0.31,6,0.22727272727272727,0.01043071979881779,0.4065696597405991
4454,7.6,0.29,0.58,17.5,0.041,51.0,225.0,3.16,0.66,6,0.22666666666666666,8.35136363984648e-52,0.08627201579919554
4455,6.4,0.41,0.24,14.0,0.048,24.0,113.0,3.44,0.53,6,0.21238938053097345,2.3113942871074907e-10,0.9586300930895252
4456,7.1,0.16,0.36,1.2,0.043,21.0,90.0,3.16,0.42,7,0.23333333333333334,6.743037951139162e-06,0.7232502423798424
4457,6.6,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,6,0.6521739130434783,0.9531337870775047,0.07049242653287519
4458,6.6,0.27,0.25,3.1,0.052,41.0,188.0,3.24,0.4,5,0.21808510638297873,1.690278252441856e-34,0.38251018447178037
4459,7.3,0.26,0.24,1.7,0.05,10.0,112.0,3.11,0.43,5,0.08928571428571429,3.86070932651607e-10,0.9521811296985049
4460,6.4,0.14,0.31,1.2,0.034,53.0,138.0,3.38,0.35,7,0.38405797101449274,8.854683967714215e-17,0.9646402934831231
4461,5.1,0.3,0.3,2.3,0.048,40.0,150.0,3.29,0.46,6,0.26666666666666666,1.943910877113129e-20,0.865887748059205
4462,6.4,0.37,0.49,13.3,0.045,53.0,243.0,3.14,0.48,6,0.21810699588477367,1.6318113779678932e-61,0.032638914701690364
4463,6.4,0.38,0.24,7.2,0.047,41.0,151.0,3.11,0.6,5,0.271523178807947,9.26539926652296e-21,0.8553453273074225
4464,5.1,0.51,0.18,2.1,0.042,16.0,101.0,3.46,0.87,7,0.15841584158415842,7.335171144838272e-08,0.8553453273074225
4465,7.0,0.6,0.12,2.2,0.083,13.0,28.0,3.52,0.62,7,0.4642857142857143,0.997004495503373,0.09062728067998384
4466,8.1,0.28,0.34,1.3,0.035,11.0,126.0,3.14,0.5,6,0.0873015873015873,1.6999625287756906e-13,1.0
4467,7.1,0.26,0.32,14.45,0.074,29.0,107.0,2.96,0.42,6,0.27102803738317754,4.587181746647525e-09,0.91370273103288
4468,5.9,0.29,0.33,7.4,0.037,58.0,205.0,3.26,0.41,5,0.28292682926829266,5.2413227817978224e-42,0.21008354374916954
4469,7.2,0.19,0.31,6.3,0.034,17.0,103.0,3.15,0.52,7,0.1650485436893204,2.982258036495961e-08,0.8761219372139776
4470,6.6,0.24,0.29,2.0,0.023,19.0,86.0,3.25,0.45,6,0.22093023255813954,2.915162210177123e-05,0.6703200460356393
4471,6.3,0.2,0.24,1.7,0.052,36.0,135.0,3.8,0.66,6,0.26666666666666666,6.355759997078935e-16,0.9799536542670847
4472,6.8,0.25,0.27,10.7,0.076,47.0,154.0,3.05,0.38,5,0.3051948051948052,9.678162373986572e-22,0.8220122346781865
4473,7.9,0.345,0.51,15.3,0.047,54.0,171.0,3.09,0.51,5,0.3157894736842105,9.625180216909195e-28,0.6027516647500953
4474,10.6,0.31,0.49,2.5,0.067,6.0,21.0,3.26,0.86,6,0.2857142857142857,0.8976275964304349,0.06352955806803286
4475,7.1,0.34,0.31,5.2,0.032,36.0,140.0,3.35,0.47,7,0.2571428571428571,2.3093049247977918e-17,0.9521811296985049
4476,7.4,0.21,0.3,7.9,0.039,14.0,118.0,2.96,0.34,5,0.11864406779661017,1.6248833408110006e-11,0.9841273200552851
4477,6.8,0.22,0.24,4.9,0.092,30.0,123.0,3.03,0.46,6,0.24390243902439024,9.83164444845892e-13,0.9977525293526299
4478,7.4,0.64,0.47,14.15,0.168,42.0,185.0,2.9,0.49,5,0.22702702702702704,2.984129468011159e-33,0.41884682445147203
